Year,UnqID,Date,Weather,Time,Day,Round,Dir,Path,Mode,Count
2022 W1 spring,ML1825,07/07/2022,Dry,07:00:00,Weekday,A,Southbound,n/a,Male cyclists,7
2022 W1 spring,ML1825,07/07/2022,Dry,07:15:00,Weekday,A,Southbound,n/a,Male cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,07:30:00,Weekday,A,Southbound,n/a,Male cyclists,14
2022 W1 spring,ML1825,07/07/2022,Dry,07:45:00,Weekday,A,Southbound,n/a,Male cyclists,10
2022 W1 spring,ML1825,07/07/2022,Dry,08:00:00,Weekday,A,Southbound,n/a,Male cyclists,26
2022 W1 spring,ML1825,07/07/2022,Dry,08:15:00,Weekday,A,Southbound,n/a,Male cyclists,10
2022 W1 spring,ML1825,07/07/2022,Dry,08:30:00,Weekday,A,Southbound,n/a,Male cyclists,9
2022 W1 spring,ML1825,07/07/2022,Dry,08:45:00,Weekday,A,Southbound,n/a,Male cyclists,4
2022 W1 spring,ML1825,07/07/2022,Dry,09:00:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,07/07/2022,Dry,09:15:00,Weekday,A,Southbound,n/a,Male cyclists,10
2022 W1 spring,ML1825,07/07/2022,Dry,09:30:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,07/07/2022,Dry,09:45:00,Weekday,A,Southbound,n/a,Male cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,10:00:00,Weekday,A,Southbound,n/a,Male cyclists,4
2022 W1 spring,ML1825,07/07/2022,Dry,10:15:00,Weekday,A,Southbound,n/a,Male cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,10:30:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,07/07/2022,Dry,10:45:00,Weekday,A,Southbound,n/a,Male cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,11:00:00,Weekday,A,Southbound,n/a,Male cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,11:15:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,07/07/2022,Dry,11:30:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,07/07/2022,Dry,11:45:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,07/07/2022,Dry,12:00:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,07/07/2022,Dry,12:15:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,07/07/2022,Dry,12:30:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,12:45:00,Weekday,A,Southbound,n/a,Male cyclists,9
2022 W1 spring,ML1825,05/07/2022,Dry,13:00:00,Weekday,A,Southbound,n/a,Male cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,13:15:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,13:30:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,13:45:00,Weekday,A,Southbound,n/a,Male cyclists,10
2022 W1 spring,ML1825,05/07/2022,Dry,14:00:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,05/07/2022,Dry,14:15:00,Weekday,A,Southbound,n/a,Male cyclists,7
2022 W1 spring,ML1825,05/07/2022,Dry,14:30:00,Weekday,A,Southbound,n/a,Male cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,14:45:00,Weekday,A,Southbound,n/a,Male cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,15:00:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,15:15:00,Weekday,A,Southbound,n/a,Male cyclists,8
2022 W1 spring,ML1825,05/07/2022,Dry,15:30:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,15:45:00,Weekday,A,Southbound,n/a,Male cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,16:00:00,Weekday,A,Southbound,n/a,Male cyclists,9
2022 W1 spring,ML1825,05/07/2022,Dry,16:15:00,Weekday,A,Southbound,n/a,Male cyclists,11
2022 W1 spring,ML1825,05/07/2022,Dry,16:30:00,Weekday,A,Southbound,n/a,Male cyclists,12
2022 W1 spring,ML1825,05/07/2022,Dry,16:45:00,Weekday,A,Southbound,n/a,Male cyclists,14
2022 W1 spring,ML1825,05/07/2022,Dry,17:00:00,Weekday,A,Southbound,n/a,Male cyclists,9
2022 W1 spring,ML1825,05/07/2022,Dry,17:15:00,Weekday,A,Southbound,n/a,Male cyclists,15
2022 W1 spring,ML1825,05/07/2022,Dry,17:30:00,Weekday,A,Southbound,n/a,Male cyclists,16
2022 W1 spring,ML1825,05/07/2022,Dry,17:45:00,Weekday,A,Southbound,n/a,Male cyclists,18
2022 W1 spring,ML1825,05/07/2022,Dry,18:00:00,Weekday,A,Southbound,n/a,Male cyclists,17
2022 W1 spring,ML1825,05/07/2022,Dry,18:15:00,Weekday,A,Southbound,n/a,Male cyclists,20
2022 W1 spring,ML1825,05/07/2022,Dry,18:30:00,Weekday,A,Southbound,n/a,Male cyclists,15
2022 W1 spring,ML1825,05/07/2022,Dry,18:45:00,Weekday,A,Southbound,n/a,Male cyclists,19
2022 W1 spring,ML1825,05/07/2022,Dry,19:00:00,Weekday,A,Southbound,n/a,Male cyclists,22
2022 W1 spring,ML1825,05/07/2022,Dry,19:15:00,Weekday,A,Southbound,n/a,Male cyclists,26
2022 W1 spring,ML1825,05/07/2022,Dry,19:30:00,Weekday,A,Southbound,n/a,Male cyclists,15
2022 W1 spring,ML1825,05/07/2022,Dry,19:45:00,Weekday,A,Southbound,n/a,Male cyclists,16
2022 W1 spring,ML1825,05/07/2022,Dry,20:00:00,Weekday,A,Southbound,n/a,Male cyclists,12
2022 W1 spring,ML1825,05/07/2022,Dry,20:15:00,Weekday,A,Southbound,n/a,Male cyclists,7
2022 W1 spring,ML1825,05/07/2022,Dry,20:30:00,Weekday,A,Southbound,n/a,Male cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,20:45:00,Weekday,A,Southbound,n/a,Male cyclists,8
2022 W1 spring,ML1825,05/07/2022,Dry,21:00:00,Weekday,A,Southbound,n/a,Male cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,21:15:00,Weekday,A,Southbound,n/a,Male cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,21:30:00,Weekday,A,Southbound,n/a,Male cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,21:45:00,Weekday,A,Southbound,n/a,Male cyclists,5
2022 W1 spring,ML1825,07/07/2022,Dry,06:00:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,06:15:00,Weekday,A,Southbound,n/a,Female cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,06:30:00,Weekday,A,Southbound,n/a,Female cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,06:45:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,07:00:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,07:15:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,07/07/2022,Dry,07:30:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,07:45:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,08:00:00,Weekday,A,Southbound,n/a,Female cyclists,7
2022 W1 spring,ML1825,07/07/2022,Dry,08:15:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,08:30:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,07/07/2022,Dry,08:45:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,09:00:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,07/07/2022,Dry,09:15:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,09:30:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,09:45:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,10:00:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,07/07/2022,Dry,10:15:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,10:30:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,07/07/2022,Dry,10:45:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,11:00:00,Weekday,A,Southbound,n/a,Female cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,11:15:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,11:30:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,11:45:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,12:00:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,07/07/2022,Dry,12:15:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,07/07/2022,Dry,12:30:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,12:45:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,13:00:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,13:15:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,13:30:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,13:45:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,14:00:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,14:15:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,14:30:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,14:45:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,15:00:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,15:15:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,15:30:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,15:45:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,16:00:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,16:15:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,16:30:00,Weekday,A,Southbound,n/a,Female cyclists,7
2022 W1 spring,ML1825,05/07/2022,Dry,16:45:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,17:00:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,17:15:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,17:30:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,17:45:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,18:00:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,18:15:00,Weekday,A,Southbound,n/a,Female cyclists,4
2022 W1 spring,ML1825,05/07/2022,Dry,18:30:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,18:45:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,19:00:00,Weekday,A,Southbound,n/a,Female cyclists,5
2022 W1 spring,ML1825,05/07/2022,Dry,19:15:00,Weekday,A,Southbound,n/a,Female cyclists,6
2022 W1 spring,ML1825,05/07/2022,Dry,19:30:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,19:45:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,20:00:00,Weekday,A,Southbound,n/a,Female cyclists,3
2022 W1 spring,ML1825,05/07/2022,Dry,20:15:00,Weekday,A,Southbound,n/a,Female cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,20:30:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,20:45:00,Weekday,A,Southbound,n/a,Female cyclists,2
2022 W1 spring,ML1825,05/07/2022,Dry,21:00:00,Weekday,A,Southbound,n/a,Female cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,21:15:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,21:30:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,21:45:00,Weekday,A,Southbound,n/a,Female cyclists,1
2022 W1 spring,ML1825,07/07/2022,Dry,06:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,06:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,06:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,06:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,07:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,07:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,07:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,07:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,08:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,08:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,08:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,08:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,09:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,09:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,09:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,09:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,10:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,10:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,10:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,10:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,11:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,11:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,11:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,11:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,12:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,12:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,07/07/2022,Dry,12:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,12:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,13:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,13:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,13:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,13:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,14:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,14:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,14:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,14:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,15:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,15:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,15:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,15:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,16:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,16:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,16:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,1
2022 W1 spring,ML1825,05/07/2022,Dry,16:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,17:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,17:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,17:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,17:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,18:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,18:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,18:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,18:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,19:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,19:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,19:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,19:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,20:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,20:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,20:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,20:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,21:00:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,21:15:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,21:30:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1825,05/07/2022,Dry,21:45:00,Weekday,A,Southbound,n/a,Unknown cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,06:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,06:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,06:30:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,20/05/2022,Dry,06:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,07:00:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,20/05/2022,Dry,07:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,07:30:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,20/05/2022,Dry,07:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,08:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,08:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,08:30:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,08:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,09:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,09:15:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,09:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,09:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,10:00:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,10:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,10:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,10:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,11:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,11:15:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,11:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,11:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,12:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,12:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,12:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,12:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,13:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,13:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,13:30:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,13:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,14:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,14:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,14:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,14:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,15:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,15:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,15:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,15:45:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,20/05/2022,Dry,16:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,16:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,20/05/2022,Dry,16:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,16:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,17:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,17:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,17:30:00,Weekday,A,Eastbound,n/a,Male cyclists,1
2022 W1 spring,ML1775,19/05/2022,Dry,17:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,18:00:00,Weekday,A,Eastbound,n/a,Male cyclists,4
2022 W1 spring,ML1775,19/05/2022,Dry,18:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,18:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,18:45:00,Weekday,A,Eastbound,n/a,Male cyclists,3
2022 W1 spring,ML1775,19/05/2022,Dry,19:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,19:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,19:30:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,19:45:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,20:00:00,Weekday,A,Eastbound,n/a,Male cyclists,0
2022 W1 spring,ML1775,19/05/2022,Dry,20:15:00,Weekday,A,Eastbound,n/a,Male cyclists,0
